model,n Selected,type,Counts,Method,Train Accuracy,Test Accuracy,MCC,F1,features
Ridge,16,by counts,6,,0.5950617283950618,0.5812807881773399,0.26020702699677084,0.5049199290455277,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10']"
Ridge,2,by counts,7,,0.5604938271604938,0.5862068965517241,0.27544878550764107,0.48591549295774644,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20']"
Ridge,22,by methods,n/a,Variance Threshold,0.5753086419753086,0.5615763546798029,0.20981864313887338,0.48296231790662664,"['ARP ESSER III 21 NORM', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', 'Median Age 10', '# of Households 10', 'Median Age Male 10', '42-Rural: Distant', '% of Population in Poverty', 'Median Age Female 10', '43-Rural: Remote']"
Ridge,55,by methods,n/a,Regularization - Lasso,0.6283950617283951,0.541871921182266,0.18355409328959288,0.5003507439380933,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% On Campus 09/28/20', '% Black or African American Students 2021-2022', '# of Families 10', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 5 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', '22-Suburb: Mid-size', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 3 2018-2019', '% Housing Owner Occup 10', '% HH 1 Male 10', '% County Infected 07/28/2021', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Age 85-Up Pop 10', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% Age 20-24 Pop 10', '% ADA 2021-2022', '33-Town: Remote', '% County Infected 10/30/2022', '% School-wide Title I 2021-2022']"
Ridge,69,by methods,n/a,Feature Importance - Random Forest,0.608641975308642,0.5862068965517241,0.26924495012787225,0.533588149092427,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Avg Family Size 10', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% ADA 2018-2019', 'Total Staff 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH 1 Female 10', '% Students Tested Reading - Grade 3 2020-2021']"
Ridge,84,by methods,n/a,Permutation Importance - Random Forest,0.6271604938271605,0.5714285714285714,0.24804913267229528,0.5436003802609973,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Male Pop 10', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH 1 Male 10', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 45-54 Pop 10', '% ADA 2018-2019', 'Total Staff 2018-2019', '% White Students 2018-2019', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Deaths 10/30/2022', '% County Deaths 01/29/2022', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', 'Avg Household Size 10', '43-Rural: Remote', '% Title I Eligible School 2018-2019', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% Age 10-14 Pop 10', '% Title I Eligible School 2020-2021', '% School-wide Title I 2020-2021', '% County Infected 01/29/2022']"
Ridge,54,by methods,n/a,Permutation Importance - Ridge,0.6,0.5665024630541872,0.2344187495071656,0.5211195723740116,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'CRRSA ESSER II 21 NORM', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% Students Tested Reading - Grade 5 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% Free or Reduced Lunch 2020-2021', 'Median Age 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 5 2021-2022', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% HH Female-Child 10', '% Grades 1-8 2020-2021', '% Free or Reduced Lunch 2021-2022', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% Black or African American Students 2018-2019', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '11-City: Large', '% of Population in Poverty', '% Hispanic Students 2018-2019', '% Female Pop 10', '% Age 35-44 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', '33-Town: Remote', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Title I Eligible School 2021-2022', '% Black Pop 10']"
Ridge,93,by methods,n/a,RFE - Random Forest,0.6345679012345679,0.5467980295566502,0.197635076814857,0.5136284805033109,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Avg Family Size 10', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH 1 Female 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% ADA 2021-2022', 'Avg Household Size 10', '% Students Tested Reading - Grade 3 2020-2021', '% Age 25-34 Pop 10']"
Ridge,69,by methods,n/a,SFS - KNN,0.6098765432098765,0.5221674876847291,0.15841224726380462,0.47895128903462186,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% Grades 1-8 2021-2022', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2020-2021', '% Prek 2020-2021', '% K 2021-2022', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Female-Child 10', '% Grades 1-8 2020-2021', '% Free or Reduced Lunch 2018-2019', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '# of Households 10', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% Housing Renter Occup 10', '% HH Married-Child 10', '% HH Male-Child 10', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 20-24 Pop 10', '13-City: Small', '% Title I Eligible School 2018-2019', '% Age 10-14 Pop 10']"
Ridge,69,by methods,n/a,SFS - Ridge,0.6333333333333333,0.5812807881773399,0.267488485129343,0.5405186420662935,"['% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', '22-Suburb: Mid-size', '% Students Tested Reading - Grade 8 2021-2022', '% Male Pop 10', '% K 2020-2021', '% HH Married-noChild 10', '% Grades 1-8 2018-2019', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '# of Households 10', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '% HH Male-Child 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 0-4 Pop 10', 'Median Age Female 10', '13-City: Small', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 55-64 Pop 10']"
Ridge,6,by methods,n/a,RFE - Ridge,0.5246913580246914,0.5270935960591133,0.08009430501443264,0.39612479474548434,"['% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '% Asian or Asian/Pacific Islander Students 2018-2019', '% County Deaths 10/30/2022', '% County Deaths 01/29/2022']"
Random Forest,137,by counts,1,,1.0,0.5566502463054187,0.20994006786639838,0.5098604098604099,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', 'Median Age Female 10', 'Avg Household Size 10', '43-Rural: Remote', '33-Town: Remote', '13-City: Small', '% Title I Eligible School 2018-2019', '% Students Tested Reading - Grade 3 2020-2021', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 10-14 Pop 10', '% Title I Eligible School 2021-2022', '% Title I Eligible School 2020-2021', '% School-wide Title I 2021-2022', '% School-wide Title I 2020-2021', '% County Infected 01/29/2022', '% Black Pop 10', '% Age 55-64 Pop 10']"
Random Forest,130,by counts,2,,1.0,0.5714285714285714,0.23581562072859924,0.5181462460098373,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', 'Median Age Female 10', 'Avg Household Size 10', '43-Rural: Remote', '33-Town: Remote', '13-City: Small', '% Title I Eligible School 2018-2019', '% Students Tested Reading - Grade 3 2020-2021', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 10-14 Pop 10']"
