feature,method,model,score,score_type,selected,Method
% County Infected 01/29/21,Feature Importance,Random Forest,0.0066870500761509865,importances,0,Feature Importance - Random Forest
% County Deaths 01/29/21,Feature Importance,Random Forest,0.008325131510521966,importances,1,Feature Importance - Random Forest
% On Campus 09/28/20,Feature Importance,Random Forest,0.025571295607825263,importances,1,Feature Importance - Random Forest
% On Campus 10/30/20,Feature Importance,Random Forest,0.03719133640734171,importances,1,Feature Importance - Random Forest
% On Campus 01/29/21,Feature Importance,Random Forest,0.03022093507840765,importances,1,Feature Importance - Random Forest
% White Pop 10,Feature Importance,Random Forest,0.006218357094986543,importances,0,Feature Importance - Random Forest
% Black Pop 10,Feature Importance,Random Forest,0.005249072318109751,importances,0,Feature Importance - Random Forest
% Asian Pop 10,Feature Importance,Random Forest,0.0070332050391505785,importances,0,Feature Importance - Random Forest
% Hispanic Pop 10,Feature Importance,Random Forest,0.006196867040527938,importances,0,Feature Importance - Random Forest
% Male Pop 10,Feature Importance,Random Forest,0.00733128628470147,importances,0,Feature Importance - Random Forest
% Female Pop 10,Feature Importance,Random Forest,0.0067013445233665295,importances,0,Feature Importance - Random Forest
% Age 0-4 Pop 10,Feature Importance,Random Forest,0.006508033365639942,importances,0,Feature Importance - Random Forest
% Age 5-9 Pop 10,Feature Importance,Random Forest,0.008280033885477654,importances,1,Feature Importance - Random Forest
% Age 10-14 Pop 10,Feature Importance,Random Forest,0.008020576592562343,importances,0,Feature Importance - Random Forest
% Age 15-19 Pop 10,Feature Importance,Random Forest,0.00572841334188248,importances,0,Feature Importance - Random Forest
% Age 20-24 Pop 10,Feature Importance,Random Forest,0.007185749059562858,importances,0,Feature Importance - Random Forest
% Age 25-34 Pop 10,Feature Importance,Random Forest,0.00643397150931852,importances,0,Feature Importance - Random Forest
% Age 35-44 Pop 10,Feature Importance,Random Forest,0.00842540101213466,importances,1,Feature Importance - Random Forest
% Age 45-54 Pop 10,Feature Importance,Random Forest,0.007955588326459819,importances,0,Feature Importance - Random Forest
% Age 55-64 Pop 10,Feature Importance,Random Forest,0.0058581869345528835,importances,0,Feature Importance - Random Forest
% Age 65-74 Pop 10,Feature Importance,Random Forest,0.005513034246523749,importances,0,Feature Importance - Random Forest
% Age 75-84 Pop 10,Feature Importance,Random Forest,0.007349619089235387,importances,0,Feature Importance - Random Forest
% Age 85-Up Pop 10,Feature Importance,Random Forest,0.007343005299956412,importances,0,Feature Importance - Random Forest
% HH 1 Male 10,Feature Importance,Random Forest,0.007548327162983933,importances,0,Feature Importance - Random Forest
% HH 1 Female 10,Feature Importance,Random Forest,0.008319190538518376,importances,1,Feature Importance - Random Forest
% HH Married-Child 10,Feature Importance,Random Forest,0.005920040547380205,importances,0,Feature Importance - Random Forest
% HH Married-noChild 10,Feature Importance,Random Forest,0.007215679455337486,importances,0,Feature Importance - Random Forest
% HH Male-Child 10,Feature Importance,Random Forest,0.006875446391448891,importances,0,Feature Importance - Random Forest
% HH Female-Child 10,Feature Importance,Random Forest,0.006038736326887898,importances,0,Feature Importance - Random Forest
% Housing Vacant 10,Feature Importance,Random Forest,0.0056292259343744926,importances,0,Feature Importance - Random Forest
% Housing Owner Occup 10,Feature Importance,Random Forest,0.0059601783791377,importances,0,Feature Importance - Random Forest
% Housing Renter Occup 10,Feature Importance,Random Forest,0.006388398451252758,importances,0,Feature Importance - Random Forest
Total Schools Diff,Feature Importance,Random Forest,0.003098667070575466,importances,0,Feature Importance - Random Forest
% Operational Schools Diff,Feature Importance,Random Forest,0.003793340243787576,importances,0,Feature Importance - Random Forest
Locale_11-City: Large,Feature Importance,Random Forest,0.00010139503704867487,importances,0,Feature Importance - Random Forest
Locale_12-City: Mid-size,Feature Importance,Random Forest,0.00031880320184412105,importances,0,Feature Importance - Random Forest
Locale_13-City: Small,Feature Importance,Random Forest,7.422519813054847e-05,importances,0,Feature Importance - Random Forest
Locale_21-Suburb: Large,Feature Importance,Random Forest,0.000648335147793272,importances,0,Feature Importance - Random Forest
Locale_22-Suburb: Mid-size,Feature Importance,Random Forest,0.0001633020017519765,importances,0,Feature Importance - Random Forest
Locale_23-Suburb: Small,Feature Importance,Random Forest,0.0,importances,0,Feature Importance - Random Forest
Locale_31-Town: Fringe,Feature Importance,Random Forest,0.0018139475641443742,importances,0,Feature Importance - Random Forest
Locale_32-Town: Distant,Feature Importance,Random Forest,0.0009370454453550843,importances,0,Feature Importance - Random Forest
Locale_33-Town: Remote,Feature Importance,Random Forest,0.0012308265842609644,importances,0,Feature Importance - Random Forest
Locale_41-Rural: Fringe,Feature Importance,Random Forest,0.0008096092915120684,importances,0,Feature Importance - Random Forest
Locale_42-Rural: Distant,Feature Importance,Random Forest,0.000976928463643862,importances,0,Feature Importance - Random Forest
Locale_43-Rural: Remote,Feature Importance,Random Forest,0.0007185813615106939,importances,0,Feature Importance - Random Forest
Total Students 2018-2019,Permutation Importance,Random Forest,0.009183673469387732,importances_mean,1,Permutation Importance - Random Forest
Total Students 2020-2021,Permutation Importance,Random Forest,0.003061224489795911,importances_mean,1,Permutation Importance - Random Forest
Labor Force Diff,Permutation Importance,Random Forest,0.0020408163265306146,importances_mean,1,Permutation Importance - Random Forest
Employed Diff,Permutation Importance,Random Forest,0.0010204081632652962,importances_mean,1,Permutation Importance - Random Forest
Unemployed Level Diff,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
Unemployed Rate Diff,Permutation Importance,Random Forest,0.00204081632653057,importances_mean,1,Permutation Importance - Random Forest
Median Age 10,Permutation Importance,Random Forest,-0.006122448979591822,importances_mean,0,Permutation Importance - Random Forest
Median Age Male 10,Permutation Importance,Random Forest,-0.011224489795918346,importances_mean,0,Permutation Importance - Random Forest
Median Age Female 10,Permutation Importance,Random Forest,-0.0020408163265306146,importances_mean,0,Permutation Importance - Random Forest
# of Households 10,Permutation Importance,Random Forest,-0.008163265306122436,importances_mean,0,Permutation Importance - Random Forest
Avg Household Size 10,Permutation Importance,Random Forest,0.008163265306122436,importances_mean,1,Permutation Importance - Random Forest
# of Families 10,Permutation Importance,Random Forest,-0.0030612244897958883,importances_mean,0,Permutation Importance - Random Forest
Avg Family Size 10,Permutation Importance,Random Forest,-0.0020408163265305925,importances_mean,0,Permutation Importance - Random Forest
# of Housing Units 10,Permutation Importance,Random Forest,0.008163265306122458,importances_mean,1,Permutation Importance - Random Forest
County Population,Permutation Importance,Random Forest,0.005102040816326481,importances_mean,1,Permutation Importance - Random Forest
CARES ESSER I 20,Permutation Importance,Random Forest,0.0010204081632652962,importances_mean,1,Permutation Importance - Random Forest
% School-wide Title I 2020-2021,Permutation Importance,Random Forest,-0.004081632653061185,importances_mean,0,Permutation Importance - Random Forest
% School-wide Title I 2018-2019,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% Title I Eligible School 2020-2021,Permutation Importance,Random Forest,-2.2204460492503132e-17,importances_mean,0,Permutation Importance - Random Forest
% Title I Eligible School 2018-2019,Permutation Importance,Random Forest,-0.0020408163265306146,importances_mean,0,Permutation Importance - Random Forest
Teachers:Students 2020-2021,Permutation Importance,Random Forest,-0.00714285714285714,importances_mean,0,Permutation Importance - Random Forest
Teachers:Students 2018-2019,Permutation Importance,Random Forest,-0.006122448979591822,importances_mean,0,Permutation Importance - Random Forest
Staff:Students 2020-2021,Permutation Importance,Random Forest,-0.003061224489795933,importances_mean,0,Permutation Importance - Random Forest
Staff:Students 2018-2019,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% Free Lunch 2020-2021,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% Free Lunch 2018-2019,Permutation Importance,Random Forest,-0.006122448979591822,importances_mean,0,Permutation Importance - Random Forest
% Reduced-price Lunch 2020-2021,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
% Reduced-price Lunch 2018-2019,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2020-2021,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2018-2019,Permutation Importance,Random Forest,-0.010204081632653073,importances_mean,0,Permutation Importance - Random Forest
% Hispanic Students 2020-2021,Permutation Importance,Random Forest,0.004081632653061207,importances_mean,1,Permutation Importance - Random Forest
% Hispanic Students 2018-2019,Permutation Importance,Random Forest,0.004081632653061207,importances_mean,1,Permutation Importance - Random Forest
% Black or African American Students 2020-2021,Permutation Importance,Random Forest,-0.006122448979591822,importances_mean,0,Permutation Importance - Random Forest
% Black or African American Students 2018-2019,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
% White Students 2020-2021,Permutation Importance,Random Forest,0.003061224489795911,importances_mean,1,Permutation Importance - Random Forest
% White Students 2018-2019,Permutation Importance,Random Forest,-0.005102040816326503,importances_mean,0,Permutation Importance - Random Forest
% Grades 1-8 2020-2021,Permutation Importance,Random Forest,0.004081632653061207,importances_mean,1,Permutation Importance - Random Forest
% Grades 1-8 2018-2019,Permutation Importance,Random Forest,0.0020408163265305925,importances_mean,1,Permutation Importance - Random Forest
% Grades 9-12 2020-2021,Permutation Importance,Random Forest,0.003061224489795911,importances_mean,1,Permutation Importance - Random Forest
% Grades 9-12 2018-2019,Permutation Importance,Random Forest,-0.006122448979591799,importances_mean,0,Permutation Importance - Random Forest
% Prek 2020-2021,Permutation Importance,Random Forest,0.0020408163265305925,importances_mean,1,Permutation Importance - Random Forest
% Prek 2018-2019,Permutation Importance,Random Forest,0.003061224489795911,importances_mean,1,Permutation Importance - Random Forest
% K 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% K 2018-2019,Permutation Importance,Random Forest,0.003061224489795911,importances_mean,1,Permutation Importance - Random Forest
% ADA 2018-2019,Permutation Importance,Random Forest,0.00714285714285714,importances_mean,1,Permutation Importance - Random Forest
% ADA 2020-2021,Permutation Importance,Random Forest,0.008163265306122458,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 3 2018-2019,Permutation Importance,Random Forest,0.0020408163265305925,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 4 2018-2019,Permutation Importance,Random Forest,-0.009183673469387754,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 5 2018-2019,Permutation Importance,Random Forest,0.0020408163265306146,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 6 2018-2019,Permutation Importance,Random Forest,0.004081632653061207,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 7 2018-2019,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 8 2018-2019,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 3 2020-2021,Permutation Importance,Random Forest,-0.005102040816326525,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 4 2020-2021,Permutation Importance,Random Forest,-0.003061224489795933,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 5 2020-2021,Permutation Importance,Random Forest,-0.001020408163265274,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 6 2020-2021,Permutation Importance,Random Forest,0.005102040816326525,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 7 2020-2021,Permutation Importance,Random Forest,-0.009183673469387732,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 8 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Reading All Grade 3 2018-2019,Permutation Importance,Random Forest,-2.2204460492503132e-17,importances_mean,0,Permutation Importance - Random Forest
Average Score Reading All Grade 4 2018-2019,Permutation Importance,Random Forest,-0.015306122448979576,importances_mean,0,Permutation Importance - Random Forest
Average Score Reading All Grade 5 2018-2019,Permutation Importance,Random Forest,-0.012244897959183643,importances_mean,0,Permutation Importance - Random Forest
Average Score Reading All Grade 6 2018-2019,Permutation Importance,Random Forest,0.005102040816326503,importances_mean,1,Permutation Importance - Random Forest
Average Score Reading All Grade 7 2018-2019,Permutation Importance,Random Forest,0.008163265306122436,importances_mean,1,Permutation Importance - Random Forest
Average Score Reading All Grade 8 2018-2019,Permutation Importance,Random Forest,-0.006122448979591799,importances_mean,0,Permutation Importance - Random Forest
% County Infected 09/28/20,Permutation Importance,Random Forest,-0.01632653061224487,importances_mean,0,Permutation Importance - Random Forest
% County Deaths 09/28/20,Permutation Importance,Random Forest,-0.006122448979591822,importances_mean,0,Permutation Importance - Random Forest
% County Infected 10/30/20,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
% County Deaths 10/30/20,Permutation Importance,Random Forest,-0.005102040816326525,importances_mean,0,Permutation Importance - Random Forest
% County Infected 01/29/21,Permutation Importance,Random Forest,-0.006122448979591843,importances_mean,0,Permutation Importance - Random Forest
% County Deaths 01/29/21,Permutation Importance,Random Forest,-0.013265306122448983,importances_mean,0,Permutation Importance - Random Forest
% On Campus 09/28/20,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% On Campus 10/30/20,Permutation Importance,Random Forest,0.012244897959183687,importances_mean,1,Permutation Importance - Random Forest
% On Campus 01/29/21,Permutation Importance,Random Forest,0.006122448979591822,importances_mean,1,Permutation Importance - Random Forest
% White Pop 10,Permutation Importance,Random Forest,-0.0020408163265305925,importances_mean,0,Permutation Importance - Random Forest
% Black Pop 10,Permutation Importance,Random Forest,0.0010204081632652962,importances_mean,1,Permutation Importance - Random Forest
% Asian Pop 10,Permutation Importance,Random Forest,0.005102040816326525,importances_mean,1,Permutation Importance - Random Forest
% Hispanic Pop 10,Permutation Importance,Random Forest,0.0020408163265306146,importances_mean,1,Permutation Importance - Random Forest
% Male Pop 10,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Female Pop 10,Permutation Importance,Random Forest,-0.008163265306122436,importances_mean,0,Permutation Importance - Random Forest
% Age 0-4 Pop 10,Permutation Importance,Random Forest,-0.008163265306122436,importances_mean,0,Permutation Importance - Random Forest
% Age 5-9 Pop 10,Permutation Importance,Random Forest,-0.003061224489795911,importances_mean,0,Permutation Importance - Random Forest
% Age 10-14 Pop 10,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Age 15-19 Pop 10,Permutation Importance,Random Forest,0.0071428571428571175,importances_mean,1,Permutation Importance - Random Forest
% Age 20-24 Pop 10,Permutation Importance,Random Forest,-0.0071428571428571175,importances_mean,0,Permutation Importance - Random Forest
% Age 25-34 Pop 10,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Age 35-44 Pop 10,Permutation Importance,Random Forest,-0.004081632653061207,importances_mean,0,Permutation Importance - Random Forest
% Age 45-54 Pop 10,Permutation Importance,Random Forest,-0.015306122448979576,importances_mean,0,Permutation Importance - Random Forest
% Age 55-64 Pop 10,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
% Age 65-74 Pop 10,Permutation Importance,Random Forest,-0.005102040816326481,importances_mean,0,Permutation Importance - Random Forest
% Age 75-84 Pop 10,Permutation Importance,Random Forest,-0.011224489795918368,importances_mean,0,Permutation Importance - Random Forest
% Age 85-Up Pop 10,Permutation Importance,Random Forest,0.003061224489795911,importances_mean,1,Permutation Importance - Random Forest
% HH 1 Male 10,Permutation Importance,Random Forest,-0.005102040816326481,importances_mean,0,Permutation Importance - Random Forest
% HH 1 Female 10,Permutation Importance,Random Forest,-0.008163265306122413,importances_mean,0,Permutation Importance - Random Forest
% HH Married-Child 10,Permutation Importance,Random Forest,-0.009183673469387732,importances_mean,0,Permutation Importance - Random Forest
% HH Married-noChild 10,Permutation Importance,Random Forest,0.0020408163265306146,importances_mean,1,Permutation Importance - Random Forest
% HH Male-Child 10,Permutation Importance,Random Forest,0.0010204081632652962,importances_mean,1,Permutation Importance - Random Forest
% HH Female-Child 10,Permutation Importance,Random Forest,-0.010204081632653073,importances_mean,0,Permutation Importance - Random Forest
% Housing Vacant 10,Permutation Importance,Random Forest,-0.0030612244897958883,importances_mean,0,Permutation Importance - Random Forest
% Housing Owner Occup 10,Permutation Importance,Random Forest,0.010204081632653027,importances_mean,1,Permutation Importance - Random Forest
% Housing Renter Occup 10,Permutation Importance,Random Forest,-0.004081632653061229,importances_mean,0,Permutation Importance - Random Forest
Total Schools Diff,Permutation Importance,Random Forest,-0.009183673469387754,importances_mean,0,Permutation Importance - Random Forest
% Operational Schools Diff,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_11-City: Large,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_12-City: Mid-size,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_13-City: Small,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_21-Suburb: Large,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_22-Suburb: Mid-size,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_23-Suburb: Small,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_31-Town: Fringe,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_32-Town: Distant,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_33-Town: Remote,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_41-Rural: Fringe,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Locale_42-Rural: Distant,Permutation Importance,Random Forest,-0.0010204081632652962,importances_mean,0,Permutation Importance - Random Forest
Locale_43-Rural: Remote,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Total Students 2018-2019,Permutation Importance,Ridge,-0.0020408163265305925,importances_mean,0,Permutation Importance - Ridge
Total Students 2020-2021,Permutation Importance,Ridge,-0.0020408163265305925,importances_mean,0,Permutation Importance - Ridge
Labor Force Diff,Permutation Importance,Ridge,0.0010204081632653405,importances_mean,1,Permutation Importance - Ridge
Employed Diff,Permutation Importance,Ridge,0.003061224489795955,importances_mean,1,Permutation Importance - Ridge
Unemployed Level Diff,Permutation Importance,Ridge,0.028571428571428626,importances_mean,1,Permutation Importance - Ridge
Unemployed Rate Diff,Permutation Importance,Ridge,-0.0020408163265305925,importances_mean,0,Permutation Importance - Ridge
Median Age 10,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Median Age Male 10,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Median Age Female 10,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
# of Households 10,Permutation Importance,Ridge,0.003061224489795933,importances_mean,1,Permutation Importance - Ridge
Avg Household Size 10,Permutation Importance,Ridge,-0.0010204081632652962,importances_mean,0,Permutation Importance - Ridge
# of Families 10,Permutation Importance,Ridge,0.004081632653061251,importances_mean,1,Permutation Importance - Ridge
Avg Family Size 10,Permutation Importance,Ridge,-0.0010204081632652962,importances_mean,0,Permutation Importance - Ridge
# of Housing Units 10,Permutation Importance,Ridge,0.006122448979591888,importances_mean,1,Permutation Importance - Ridge
County Population,Permutation Importance,Ridge,0.0020408163265306367,importances_mean,1,Permutation Importance - Ridge
CARES ESSER I 20,Permutation Importance,Ridge,0.003061224489795955,importances_mean,1,Permutation Importance - Ridge
% School-wide Title I 2020-2021,Permutation Importance,Ridge,-0.011224489795918368,importances_mean,0,Permutation Importance - Ridge
% School-wide Title I 2018-2019,Permutation Importance,Ridge,-0.017346938775510145,importances_mean,0,Permutation Importance - Ridge
% Title I Eligible School 2020-2021,Permutation Importance,Ridge,-0.006122448979591799,importances_mean,0,Permutation Importance - Ridge
% Title I Eligible School 2018-2019,Permutation Importance,Ridge,0.005102040816326592,importances_mean,1,Permutation Importance - Ridge
Teachers:Students 2020-2021,Permutation Importance,Ridge,0.004081632653061273,importances_mean,1,Permutation Importance - Ridge
Teachers:Students 2018-2019,Permutation Importance,Ridge,0.006122448979591866,importances_mean,1,Permutation Importance - Ridge
Staff:Students 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Staff:Students 2018-2019,Permutation Importance,Ridge,0.011224489795918413,importances_mean,1,Permutation Importance - Ridge
% Free Lunch 2020-2021,Permutation Importance,Ridge,0.004081632653061273,importances_mean,1,Permutation Importance - Ridge
% Free Lunch 2018-2019,Permutation Importance,Ridge,0.0051020408163265476,importances_mean,1,Permutation Importance - Ridge
% Reduced-price Lunch 2020-2021,Permutation Importance,Ridge,0.0020408163265306367,importances_mean,1,Permutation Importance - Ridge
% Reduced-price Lunch 2018-2019,Permutation Importance,Ridge,-0.004081632653061185,importances_mean,0,Permutation Importance - Ridge
% Asian or Asian/Pacific Islander Students 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
% Asian or Asian/Pacific Islander Students 2018-2019,Permutation Importance,Ridge,0.011224489795918413,importances_mean,1,Permutation Importance - Ridge
% Hispanic Students 2020-2021,Permutation Importance,Ridge,0.002040816326530659,importances_mean,1,Permutation Importance - Ridge
% Hispanic Students 2018-2019,Permutation Importance,Ridge,-0.009183673469387732,importances_mean,0,Permutation Importance - Ridge
% Black or African American Students 2020-2021,Permutation Importance,Ridge,-0.001020408163265274,importances_mean,0,Permutation Importance - Ridge
% Black or African American Students 2018-2019,Permutation Importance,Ridge,0.006122448979591888,importances_mean,1,Permutation Importance - Ridge
% White Students 2020-2021,Permutation Importance,Ridge,0.0051020408163265476,importances_mean,1,Permutation Importance - Ridge
% White Students 2018-2019,Permutation Importance,Ridge,-0.011224489795918346,importances_mean,0,Permutation Importance - Ridge
% Grades 1-8 2020-2021,Permutation Importance,Ridge,0.010204081632653095,importances_mean,1,Permutation Importance - Ridge
% Grades 1-8 2018-2019,Permutation Importance,Ridge,-0.003061224489795911,importances_mean,0,Permutation Importance - Ridge
% Grades 9-12 2020-2021,Permutation Importance,Ridge,0.014285714285714323,importances_mean,1,Permutation Importance - Ridge
% Grades 9-12 2018-2019,Permutation Importance,Ridge,-0.012244897959183643,importances_mean,0,Permutation Importance - Ridge
% Prek 2020-2021,Permutation Importance,Ridge,0.003061224489795955,importances_mean,1,Permutation Importance - Ridge
% Prek 2018-2019,Permutation Importance,Ridge,-0.003061224489795911,importances_mean,0,Permutation Importance - Ridge
% K 2020-2021,Permutation Importance,Ridge,0.01224489795918371,importances_mean,1,Permutation Importance - Ridge
% K 2018-2019,Permutation Importance,Ridge,0.00918367346938782,importances_mean,1,Permutation Importance - Ridge
% ADA 2018-2019,Permutation Importance,Ridge,-0.00204081632653057,importances_mean,0,Permutation Importance - Ridge
% ADA 2020-2021,Permutation Importance,Ridge,-0.0071428571428571175,importances_mean,0,Permutation Importance - Ridge
% Students Tested Reading - Grade 3 2018-2019,Permutation Importance,Ridge,0.013265306122449005,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 4 2018-2019,Permutation Importance,Ridge,0.009183673469387777,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 5 2018-2019,Permutation Importance,Ridge,0.006122448979591888,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 6 2018-2019,Permutation Importance,Ridge,4.4408920985006264e-17,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 7 2018-2019,Permutation Importance,Ridge,0.006122448979591843,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 8 2018-2019,Permutation Importance,Ridge,-0.00204081632653057,importances_mean,0,Permutation Importance - Ridge
% Students Tested Reading - Grade 3 2020-2021,Permutation Importance,Ridge,0.0051020408163265476,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 4 2020-2021,Permutation Importance,Ridge,0.0091836734693878,importances_mean,1,Permutation Importance - Ridge
% Students Tested Reading - Grade 5 2020-2021,Permutation Importance,Ridge,-0.0030612244897958883,importances_mean,0,Permutation Importance - Ridge
% Students Tested Reading - Grade 6 2020-2021,Permutation Importance,Ridge,-0.008163265306122436,importances_mean,0,Permutation Importance - Ridge
% Students Tested Reading - Grade 7 2020-2021,Permutation Importance,Ridge,-0.006122448979591822,importances_mean,0,Permutation Importance - Ridge
% Students Tested Reading - Grade 8 2020-2021,Permutation Importance,Ridge,0.0091836734693878,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 3 2018-2019,Permutation Importance,Ridge,-0.025510204081632605,importances_mean,0,Permutation Importance - Ridge
Average Score Reading All Grade 4 2018-2019,Permutation Importance,Ridge,0.010204081632653118,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 5 2018-2019,Permutation Importance,Ridge,-0.018367346938775488,importances_mean,0,Permutation Importance - Ridge
Average Score Reading All Grade 6 2018-2019,Permutation Importance,Ridge,-0.003061224489795911,importances_mean,0,Permutation Importance - Ridge
Average Score Reading All Grade 7 2018-2019,Permutation Importance,Ridge,0.007142857142857162,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 8 2018-2019,Permutation Importance,Ridge,0.010204081632653095,importances_mean,1,Permutation Importance - Ridge
% County Infected 09/28/20,Permutation Importance,Ridge,0.0010204081632653184,importances_mean,1,Permutation Importance - Ridge
% County Deaths 09/28/20,Permutation Importance,Ridge,4.4408920985006264e-17,importances_mean,1,Permutation Importance - Ridge
% County Infected 10/30/20,Permutation Importance,Ridge,-0.02244897959183669,importances_mean,0,Permutation Importance - Ridge
% County Deaths 10/30/20,Permutation Importance,Ridge,0.003061224489795955,importances_mean,1,Permutation Importance - Ridge
% County Infected 01/29/21,Permutation Importance,Ridge,-0.010204081632653027,importances_mean,0,Permutation Importance - Ridge
% County Deaths 01/29/21,Permutation Importance,Ridge,0.008163265306122481,importances_mean,1,Permutation Importance - Ridge
% On Campus 09/28/20,Permutation Importance,Ridge,0.006122448979591866,importances_mean,1,Permutation Importance - Ridge
% On Campus 10/30/20,Permutation Importance,Ridge,0.02959183673469392,importances_mean,1,Permutation Importance - Ridge
% On Campus 01/29/21,Permutation Importance,Ridge,0.028571428571428602,importances_mean,1,Permutation Importance - Ridge
% White Pop 10,Permutation Importance,Ridge,-0.003061224489795911,importances_mean,0,Permutation Importance - Ridge
% Black Pop 10,Permutation Importance,Ridge,0.0010204081632653184,importances_mean,1,Permutation Importance - Ridge
% Asian Pop 10,Permutation Importance,Ridge,0.004081632653061251,importances_mean,1,Permutation Importance - Ridge
% Hispanic Pop 10,Permutation Importance,Ridge,-0.009183673469387732,importances_mean,0,Permutation Importance - Ridge
% Male Pop 10,Permutation Importance,Ridge,0.0010204081632653184,importances_mean,1,Permutation Importance - Ridge
% Female Pop 10,Permutation Importance,Ridge,0.0010204081632653184,importances_mean,1,Permutation Importance - Ridge
% Age 0-4 Pop 10,Permutation Importance,Ridge,-0.006122448979591799,importances_mean,0,Permutation Importance - Ridge
% Age 5-9 Pop 10,Permutation Importance,Ridge,0.0010204081632653405,importances_mean,1,Permutation Importance - Ridge
% Age 10-14 Pop 10,Permutation Importance,Ridge,-0.005102040816326525,importances_mean,0,Permutation Importance - Ridge
% Age 15-19 Pop 10,Permutation Importance,Ridge,0.0010204081632653405,importances_mean,1,Permutation Importance - Ridge
