feature,method,model,score,score_type,selected,Method
Average Score Math Free Lunch Grade 4 2018-2019,Feature Importance,Random Forest,0.0027799753883969375,importances,0,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 5 2018-2019,Feature Importance,Random Forest,0.002810126121756631,importances,0,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 6 2018-2019,Feature Importance,Random Forest,0.003812675131155821,importances,1,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 7 2018-2019,Feature Importance,Random Forest,0.0024363004365719715,importances,0,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 8 2018-2019,Feature Importance,Random Forest,0.0025734357595261033,importances,0,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 3 2020-2021,Feature Importance,Random Forest,0.005208508881211318,importances,1,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 4 2020-2021,Feature Importance,Random Forest,0.007003443308286672,importances,1,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 5 2020-2021,Feature Importance,Random Forest,0.0050719994417200405,importances,1,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 6 2020-2021,Feature Importance,Random Forest,0.004118671837943346,importances,1,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 7 2020-2021,Feature Importance,Random Forest,0.0024002397432800696,importances,0,Feature Importance - Random Forest
Average Score Math Free Lunch Grade 8 2020-2021,Feature Importance,Random Forest,0.0029843463191041603,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 3 2018-2019,Feature Importance,Random Forest,0.001202099681450572,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 4 2018-2019,Feature Importance,Random Forest,0.0021475164310584666,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 5 2018-2019,Feature Importance,Random Forest,0.004419326605015525,importances,1,Feature Importance - Random Forest
Average Score Math Hispanic Grade 6 2018-2019,Feature Importance,Random Forest,0.0024802182893799802,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 7 2018-2019,Feature Importance,Random Forest,0.0021116350461357638,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 8 2018-2019,Feature Importance,Random Forest,0.001733753824917198,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 3 2020-2021,Feature Importance,Random Forest,0.0037643050397451533,importances,1,Feature Importance - Random Forest
Average Score Math Hispanic Grade 4 2020-2021,Feature Importance,Random Forest,0.003839151164471853,importances,1,Feature Importance - Random Forest
Average Score Math Hispanic Grade 5 2020-2021,Feature Importance,Random Forest,0.0038180723544482525,importances,1,Feature Importance - Random Forest
Average Score Math Hispanic Grade 6 2020-2021,Feature Importance,Random Forest,0.0029840042254420094,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 7 2020-2021,Feature Importance,Random Forest,0.0028240938957909117,importances,0,Feature Importance - Random Forest
Average Score Math Hispanic Grade 8 2020-2021,Feature Importance,Random Forest,0.002715022443329931,importances,0,Feature Importance - Random Forest
Average Score Math Poverty Grade 3 2018-2019,Feature Importance,Random Forest,0.0020991148986663818,importances,0,Feature Importance - Random Forest
Average Score Math Poverty Grade 4 2018-2019,Feature Importance,Random Forest,0.00539481685031392,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 5 2018-2019,Feature Importance,Random Forest,0.006156501079402691,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 6 2018-2019,Feature Importance,Random Forest,0.0029073585122877986,importances,0,Feature Importance - Random Forest
Average Score Math Poverty Grade 7 2018-2019,Feature Importance,Random Forest,0.0029056926224703505,importances,0,Feature Importance - Random Forest
Average Score Math Poverty Grade 8 2018-2019,Feature Importance,Random Forest,0.0035263502035828205,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 3 2020-2021,Feature Importance,Random Forest,0.007450823368007034,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 4 2020-2021,Feature Importance,Random Forest,0.007795731359817104,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 5 2020-2021,Feature Importance,Random Forest,0.006336190132690465,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 6 2020-2021,Feature Importance,Random Forest,0.0051132931152274175,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 7 2020-2021,Feature Importance,Random Forest,0.0034068716899543026,importances,1,Feature Importance - Random Forest
Average Score Math Poverty Grade 8 2020-2021,Feature Importance,Random Forest,0.0035640193647857813,importances,1,Feature Importance - Random Forest
Average Score Math T1 Grade 3 2018-2019,Feature Importance,Random Forest,0.0022323198897461036,importances,0,Feature Importance - Random Forest
Average Score Math T1 Grade 4 2018-2019,Feature Importance,Random Forest,0.0048287413978164405,importances,1,Feature Importance - Random Forest
Average Score Math T1 Grade 5 2018-2019,Feature Importance,Random Forest,0.0019276312678492109,importances,0,Feature Importance - Random Forest
Average Score Math T1 Grade 6 2018-2019,Feature Importance,Random Forest,0.0030078910290109117,importances,0,Feature Importance - Random Forest
Average Score Math T1 Grade 3 2020-2021,Feature Importance,Random Forest,0.015432836943954777,importances,1,Feature Importance - Random Forest
Average Score Math T1 Grade 4 2020-2021,Feature Importance,Random Forest,0.012776048090994287,importances,1,Feature Importance - Random Forest
Average Score Math T1 Grade 5 2020-2021,Feature Importance,Random Forest,0.005067790263645357,importances,1,Feature Importance - Random Forest
Average Score Math T1 Grade 6 2020-2021,Feature Importance,Random Forest,0.004529924721503934,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 5 2018-2019,Feature Importance,Random Forest,0.0056695359006234455,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 6 2018-2019,Feature Importance,Random Forest,0.0037937520490498554,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 7 2018-2019,Feature Importance,Random Forest,0.003931845106345774,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 8 2018-2019,Feature Importance,Random Forest,0.0044943251210743905,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 3 2020-2021,Feature Importance,Random Forest,0.004414770112226631,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 4 2020-2021,Feature Importance,Random Forest,0.005995209486689698,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 5 2020-2021,Feature Importance,Random Forest,0.0031629670409849243,importances,0,Feature Importance - Random Forest
Average Score Reading White Grade 6 2020-2021,Feature Importance,Random Forest,0.0039720055158743136,importances,1,Feature Importance - Random Forest
Average Score Reading White Grade 7 2020-2021,Feature Importance,Random Forest,0.0031448825074378945,importances,0,Feature Importance - Random Forest
Average Score Reading White Grade 8 2020-2021,Feature Importance,Random Forest,0.004697922386803281,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 3 2018-2019,Feature Importance,Random Forest,0.004460695313628495,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 4 2018-2019,Feature Importance,Random Forest,0.004813124184478022,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 5 2018-2019,Feature Importance,Random Forest,0.0069945781520225495,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 6 2018-2019,Feature Importance,Random Forest,0.004360538852786536,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 7 2018-2019,Feature Importance,Random Forest,0.004703109576626089,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 8 2018-2019,Feature Importance,Random Forest,0.006854501909790824,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 3 2020-2021,Feature Importance,Random Forest,0.006183379397966688,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 4 2020-2021,Feature Importance,Random Forest,0.008128117871066485,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 5 2020-2021,Feature Importance,Random Forest,0.0038103316557089872,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 6 2020-2021,Feature Importance,Random Forest,0.0023631348512200296,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 7 2020-2021,Feature Importance,Random Forest,0.0028939544599964643,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 8 2020-2021,Feature Importance,Random Forest,0.003477721839126528,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 3 2018-2019,Feature Importance,Random Forest,0.003988974135217598,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 4 2018-2019,Feature Importance,Random Forest,0.006107052850376936,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 5 2018-2019,Feature Importance,Random Forest,0.004801141382045727,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 6 2018-2019,Feature Importance,Random Forest,0.005340304912017697,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 7 2018-2019,Feature Importance,Random Forest,0.0026942408620264234,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 8 2018-2019,Feature Importance,Random Forest,0.003954887679095189,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 3 2020-2021,Feature Importance,Random Forest,0.0032090334262628046,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 4 2020-2021,Feature Importance,Random Forest,0.004905291263419654,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 5 2020-2021,Feature Importance,Random Forest,0.002989518339336068,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 6 2020-2021,Feature Importance,Random Forest,0.003783681926366195,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 7 2020-2021,Feature Importance,Random Forest,0.0032970546034090742,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 8 2020-2021,Feature Importance,Random Forest,0.0029622258427019084,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 3 2018-2019,Feature Importance,Random Forest,0.003446771493132835,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 4 2018-2019,Feature Importance,Random Forest,0.00525740214809773,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 5 2018-2019,Feature Importance,Random Forest,0.003718371086233798,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 6 2018-2019,Feature Importance,Random Forest,0.003996275958094578,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 7 2018-2019,Feature Importance,Random Forest,0.0035719072873836325,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 8 2018-2019,Feature Importance,Random Forest,0.005950293865200873,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 3 2020-2021,Feature Importance,Random Forest,0.003958597604856951,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 4 2020-2021,Feature Importance,Random Forest,0.002955098692907001,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 5 2020-2021,Feature Importance,Random Forest,0.0028217258176489995,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 6 2020-2021,Feature Importance,Random Forest,0.00282808261901972,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 7 2020-2021,Feature Importance,Random Forest,0.0026202882174446835,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 8 2020-2021,Feature Importance,Random Forest,0.002780673296234836,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 3 2018-2019,Feature Importance,Random Forest,0.003387914999730881,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 4 2018-2019,Feature Importance,Random Forest,0.006310732689427611,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 5 2018-2019,Feature Importance,Random Forest,0.004548389381950682,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 6 2018-2019,Feature Importance,Random Forest,0.003791101568417303,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 7 2018-2019,Feature Importance,Random Forest,0.004959353861030097,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 8 2018-2019,Feature Importance,Random Forest,0.005844166496284836,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 3 2020-2021,Feature Importance,Random Forest,0.005711016205691916,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 4 2020-2021,Feature Importance,Random Forest,0.006500975071017446,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 5 2020-2021,Feature Importance,Random Forest,0.003895950015088245,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 6 2020-2021,Feature Importance,Random Forest,0.004414522932686189,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 7 2020-2021,Feature Importance,Random Forest,0.0063851446630781294,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 8 2020-2021,Feature Importance,Random Forest,0.004027945186424407,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 3 2018-2019,Feature Importance,Random Forest,0.0044603089601066796,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 4 2018-2019,Feature Importance,Random Forest,0.0048780866099878495,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 5 2018-2019,Feature Importance,Random Forest,0.003475584134691172,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 6 2018-2019,Feature Importance,Random Forest,0.0022617228118197914,importances,0,Feature Importance - Random Forest
Average Score Reading T1 Grade 3 2020-2021,Feature Importance,Random Forest,0.0076168053924286815,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 4 2020-2021,Feature Importance,Random Forest,0.009773714099522143,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 5 2020-2021,Feature Importance,Random Forest,0.004009360940391631,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 6 2020-2021,Feature Importance,Random Forest,0.005090670423834209,importances,1,Feature Importance - Random Forest
Median Age 10,Feature Importance,Random Forest,0.002398212016559503,importances,0,Feature Importance - Random Forest
Median Age Male 10,Feature Importance,Random Forest,0.0028776707242452303,importances,0,Feature Importance - Random Forest
Median Age Female 10,Feature Importance,Random Forest,0.0011144520649716703,importances,0,Feature Importance - Random Forest
# of Households 10,Feature Importance,Random Forest,0.0038130272716721757,importances,1,Feature Importance - Random Forest
Avg Household Size 10,Feature Importance,Random Forest,0.0029917921845668593,importances,0,Feature Importance - Random Forest
# of Families 10,Feature Importance,Random Forest,0.003451049501324467,importances,1,Feature Importance - Random Forest
Avg Family Size 10,Feature Importance,Random Forest,0.0033637278293055938,importances,1,Feature Importance - Random Forest
# of Housing Units 10,Feature Importance,Random Forest,0.004230472183782985,importances,1,Feature Importance - Random Forest
County Population,Feature Importance,Random Forest,0.004929397105063286,importances,1,Feature Importance - Random Forest
% County Infected 09/28/20,Feature Importance,Random Forest,0.003095866942134855,importances,0,Feature Importance - Random Forest
% County Deaths 09/28/20,Feature Importance,Random Forest,0.0027851553380083016,importances,0,Feature Importance - Random Forest
% County Infected 10/30/20,Feature Importance,Random Forest,0.001870758496045201,importances,0,Feature Importance - Random Forest
% County Deaths 10/30/20,Feature Importance,Random Forest,0.0029265137177679167,importances,0,Feature Importance - Random Forest
% County Infected 01/29/21,Feature Importance,Random Forest,0.0024714027193301455,importances,0,Feature Importance - Random Forest
% County Deaths 01/29/21,Feature Importance,Random Forest,0.002159594242000111,importances,0,Feature Importance - Random Forest
% County Infected 07/28/2021,Feature Importance,Random Forest,0.0022750796604469907,importances,0,Feature Importance - Random Forest
% County Deaths 07/28/2021,Feature Importance,Random Forest,0.0034501901849550904,importances,1,Feature Importance - Random Forest
% County Infected 01/29/2022,Feature Importance,Random Forest,0.0021060024164235676,importances,0,Feature Importance - Random Forest
% County Deaths 01/29/2022,Feature Importance,Random Forest,0.002754695246880906,importances,0,Feature Importance - Random Forest
% County Infected 07/29/2022,Feature Importance,Random Forest,0.002561953122994132,importances,0,Feature Importance - Random Forest
% County Deaths 07/29/2022,Feature Importance,Random Forest,0.0022470114920105084,importances,0,Feature Importance - Random Forest
% County Infected 10/30/2022,Feature Importance,Random Forest,0.0025947402230506013,importances,0,Feature Importance - Random Forest
% County Deaths 10/30/2022,Feature Importance,Random Forest,0.002828394927223268,importances,0,Feature Importance - Random Forest
% On Campus 09/28/20,Feature Importance,Random Forest,0.0072776908086127886,importances,1,Feature Importance - Random Forest
% On Campus 10/30/20,Feature Importance,Random Forest,0.009990125449117728,importances,1,Feature Importance - Random Forest
% On Campus 01/29/21,Feature Importance,Random Forest,0.01248755901646926,importances,1,Feature Importance - Random Forest
% White Pop 10,Feature Importance,Random Forest,0.0016789826187209778,importances,0,Feature Importance - Random Forest
% Black Pop 10,Feature Importance,Random Forest,0.002064181999029437,importances,0,Feature Importance - Random Forest
% Asian Pop 10,Feature Importance,Random Forest,0.0046515197190011345,importances,1,Feature Importance - Random Forest
% Hispanic Pop 10,Feature Importance,Random Forest,0.0035106456815214,importances,1,Feature Importance - Random Forest
% Male Pop 10,Feature Importance,Random Forest,0.002844224698681541,importances,0,Feature Importance - Random Forest
% Female Pop 10,Feature Importance,Random Forest,0.0027178680882589384,importances,0,Feature Importance - Random Forest
% Age 0-4 Pop 10,Feature Importance,Random Forest,0.0020724825625821107,importances,0,Feature Importance - Random Forest
% Age 5-9 Pop 10,Feature Importance,Random Forest,0.002736853887644975,importances,0,Feature Importance - Random Forest
% Age 10-14 Pop 10,Feature Importance,Random Forest,0.0025696408605410627,importances,0,Feature Importance - Random Forest
% Age 15-19 Pop 10,Feature Importance,Random Forest,0.004193407238546874,importances,1,Feature Importance - Random Forest
% Age 20-24 Pop 10,Feature Importance,Random Forest,0.002764252417690332,importances,0,Feature Importance - Random Forest
% Age 25-34 Pop 10,Feature Importance,Random Forest,0.0025063394690871027,importances,0,Feature Importance - Random Forest
% Age 35-44 Pop 10,Feature Importance,Random Forest,0.0022133888059648853,importances,0,Feature Importance - Random Forest
% Age 45-54 Pop 10,Feature Importance,Random Forest,0.003322726248891023,importances,1,Feature Importance - Random Forest
% Age 55-64 Pop 10,Feature Importance,Random Forest,0.0031417750573584802,importances,0,Feature Importance - Random Forest
% Age 65-74 Pop 10,Feature Importance,Random Forest,0.0040065403630633245,importances,1,Feature Importance - Random Forest
% Age 75-84 Pop 10,Feature Importance,Random Forest,0.0025390384993520657,importances,0,Feature Importance - Random Forest
% Age 85-Up Pop 10,Feature Importance,Random Forest,0.002812038091727621,importances,0,Feature Importance - Random Forest
% HH 1 Male 10,Feature Importance,Random Forest,0.002770123575590129,importances,0,Feature Importance - Random Forest
% HH 1 Female 10,Feature Importance,Random Forest,0.0034853241312404826,importances,1,Feature Importance - Random Forest
% HH Married-Child 10,Feature Importance,Random Forest,0.0020397071913096985,importances,0,Feature Importance - Random Forest
% HH Married-noChild 10,Feature Importance,Random Forest,0.004749383237596827,importances,1,Feature Importance - Random Forest
% HH Male-Child 10,Feature Importance,Random Forest,0.0018515940805307965,importances,0,Feature Importance - Random Forest
% HH Female-Child 10,Feature Importance,Random Forest,0.0027914549657028875,importances,0,Feature Importance - Random Forest
% Housing Vacant 10,Feature Importance,Random Forest,0.0024378691051724992,importances,0,Feature Importance - Random Forest
% Housing Owner Occup 10,Feature Importance,Random Forest,0.0026438544923174144,importances,0,Feature Importance - Random Forest
% Housing Renter Occup 10,Feature Importance,Random Forest,0.0025522314218816345,importances,0,Feature Importance - Random Forest
11-City: Large,Feature Importance,Random Forest,0.0003955942733340359,importances,0,Feature Importance - Random Forest
12-City: Mid-size,Feature Importance,Random Forest,0.00012200123131357332,importances,0,Feature Importance - Random Forest
13-City: Small,Feature Importance,Random Forest,9.991038408444063e-05,importances,0,Feature Importance - Random Forest
21-Suburb: Large,Feature Importance,Random Forest,0.00017769499932221704,importances,0,Feature Importance - Random Forest
22-Suburb: Mid-size,Feature Importance,Random Forest,0.0,importances,0,Feature Importance - Random Forest
23-Suburb: Small,Feature Importance,Random Forest,7.278112644707778e-05,importances,0,Feature Importance - Random Forest
31-Town: Fringe,Feature Importance,Random Forest,0.0002194311094998188,importances,0,Feature Importance - Random Forest
32-Town: Distant,Feature Importance,Random Forest,0.00024024602989555657,importances,0,Feature Importance - Random Forest
33-Town: Remote,Feature Importance,Random Forest,0.00019152913498044936,importances,0,Feature Importance - Random Forest
41-Rural: Fringe,Feature Importance,Random Forest,0.00018273794891135288,importances,0,Feature Importance - Random Forest
42-Rural: Distant,Feature Importance,Random Forest,0.00016122279655185698,importances,0,Feature Importance - Random Forest
43-Rural: Remote,Feature Importance,Random Forest,0.00038187367161604047,importances,0,Feature Importance - Random Forest
% ADA 2018-2019,Feature Importance,Random Forest,0.0038853697038868716,importances,1,Feature Importance - Random Forest
% ADA 2020-2021,Feature Importance,Random Forest,0.002361995130849978,importances,0,Feature Importance - Random Forest
% ADA 2021-2022,Feature Importance,Random Forest,0.0023543723505024465,importances,0,Feature Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2018-2019,Feature Importance,Random Forest,0.002758409709175587,importances,0,Feature Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2020-2021,Feature Importance,Random Forest,0.002962091186097011,importances,0,Feature Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2021-2022,Feature Importance,Random Forest,0.00351007469466168,importances,1,Feature Importance - Random Forest
% Black or African American Students 2018-2019,Feature Importance,Random Forest,0.001918613437598782,importances,0,Feature Importance - Random Forest
% Black or African American Students 2020-2021,Feature Importance,Random Forest,0.0030449633835599095,importances,0,Feature Importance - Random Forest
% Black or African American Students 2021-2022,Feature Importance,Random Forest,0.002441736414357978,importances,0,Feature Importance - Random Forest
% Free or Reduced Lunch 2018-2019,Feature Importance,Random Forest,0.0028490340671402875,importances,0,Feature Importance - Random Forest
% Free or Reduced Lunch 2020-2021,Feature Importance,Random Forest,0.002779433541799777,importances,0,Feature Importance - Random Forest
% Free or Reduced Lunch 2021-2022,Feature Importance,Random Forest,0.003251922537552519,importances,0,Feature Importance - Random Forest
% Grades 1-8 2018-2019,Feature Importance,Random Forest,0.002364249678749836,importances,0,Feature Importance - Random Forest
% Grades 1-8 2020-2021,Feature Importance,Random Forest,0.0031897123017775387,importances,0,Feature Importance - Random Forest
% Grades 1-8 2021-2022,Feature Importance,Random Forest,0.003224137740067927,importances,0,Feature Importance - Random Forest
% Grades 9-12 2018-2019,Feature Importance,Random Forest,0.003088275468774078,importances,0,Feature Importance - Random Forest
% Grades 9-12 2020-2021,Feature Importance,Random Forest,0.003621099099074856,importances,1,Feature Importance - Random Forest
% Grades 9-12 2021-2022,Feature Importance,Random Forest,0.0030400916775347674,importances,0,Feature Importance - Random Forest
% Hispanic Students 2018-2019,Feature Importance,Random Forest,0.0050003472454208855,importances,1,Feature Importance - Random Forest
% Hispanic Students 2020-2021,Feature Importance,Random Forest,0.0062114648070607705,importances,1,Feature Importance - Random Forest
% Hispanic Students 2021-2022,Feature Importance,Random Forest,0.0035668651923598947,importances,1,Feature Importance - Random Forest
% K 2018-2019,Feature Importance,Random Forest,0.0030904002554350903,importances,0,Feature Importance - Random Forest
% K 2020-2021,Feature Importance,Random Forest,0.0035515877217171606,importances,1,Feature Importance - Random Forest
% K 2021-2022,Feature Importance,Random Forest,0.0035270350260044607,importances,1,Feature Importance - Random Forest
% Prek 2018-2019,Feature Importance,Random Forest,0.003677476933399755,importances,1,Feature Importance - Random Forest
% Prek 2020-2021,Feature Importance,Random Forest,0.002513562769559536,importances,0,Feature Importance - Random Forest
% Prek 2021-2022,Feature Importance,Random Forest,0.002518638164459105,importances,0,Feature Importance - Random Forest
% School-wide Title I 2018-2019,Feature Importance,Random Forest,0.0007675347755993711,importances,0,Feature Importance - Random Forest
% School-wide Title I 2020-2021,Feature Importance,Random Forest,0.0018293298030337276,importances,0,Feature Importance - Random Forest
% School-wide Title I 2021-2022,Feature Importance,Random Forest,0.001109572910247325,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 3 2018-2019,Feature Importance,Random Forest,0.0024132315351551724,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 3 2020-2021,Feature Importance,Random Forest,0.006808612103334432,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 3 2021-2022,Feature Importance,Random Forest,0.0022564897945932254,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 4 2018-2019,Feature Importance,Random Forest,0.002591469065132123,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 4 2020-2021,Feature Importance,Random Forest,0.006410279365911169,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 4 2021-2022,Feature Importance,Random Forest,0.0024502541082201475,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 5 2018-2019,Feature Importance,Random Forest,0.0034595811899326583,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 5 2020-2021,Feature Importance,Random Forest,0.0050205502166896995,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 5 2021-2022,Feature Importance,Random Forest,0.0027985262823639156,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 6 2018-2019,Feature Importance,Random Forest,0.0027684679247790144,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 6 2020-2021,Feature Importance,Random Forest,0.005659063291229282,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 6 2021-2022,Feature Importance,Random Forest,0.004036516409515989,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 7 2018-2019,Feature Importance,Random Forest,0.0033840690641276567,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 7 2020-2021,Feature Importance,Random Forest,0.0052262874729803125,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 7 2021-2022,Feature Importance,Random Forest,0.0041802977932100605,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 8 2018-2019,Feature Importance,Random Forest,0.002291390023556692,importances,0,Feature Importance - Random Forest
% Students Tested Reading - Grade 8 2020-2021,Feature Importance,Random Forest,0.0033802005131783456,importances,1,Feature Importance - Random Forest
% Students Tested Reading - Grade 8 2021-2022,Feature Importance,Random Forest,0.002660826362173794,importances,0,Feature Importance - Random Forest
% Title I Eligible School 2018-2019,Feature Importance,Random Forest,0.0009936751470792234,importances,0,Feature Importance - Random Forest
% Title I Eligible School 2020-2021,Feature Importance,Random Forest,0.0011206156246073974,importances,0,Feature Importance - Random Forest
% Title I Eligible School 2021-2022,Feature Importance,Random Forest,0.0010069528602580104,importances,0,Feature Importance - Random Forest
% White Students 2018-2019,Feature Importance,Random Forest,0.008123448798615391,importances,1,Feature Importance - Random Forest
% White Students 2020-2021,Feature Importance,Random Forest,0.00953140788315627,importances,1,Feature Importance - Random Forest
% White Students 2021-2022,Feature Importance,Random Forest,0.008524863288557285,importances,1,Feature Importance - Random Forest
Total Staff 2018-2019,Feature Importance,Random Forest,0.0034158276562624335,importances,1,Feature Importance - Random Forest
Total Staff 2020-2021,Feature Importance,Random Forest,0.00307920455186753,importances,0,Feature Importance - Random Forest
Total Staff 2021-2022,Feature Importance,Random Forest,0.005193921015500564,importances,1,Feature Importance - Random Forest
Total Students 2018-2019,Feature Importance,Random Forest,0.006025248574473613,importances,1,Feature Importance - Random Forest
Total Students 2020-2021,Feature Importance,Random Forest,0.0033234729150545465,importances,1,Feature Importance - Random Forest
Total Students 2021-2022,Feature Importance,Random Forest,0.004381618099446804,importances,1,Feature Importance - Random Forest
Total Teachers 2018-2019,Feature Importance,Random Forest,0.002898413484282138,importances,0,Feature Importance - Random Forest
Total Teachers 2020-2021,Feature Importance,Random Forest,0.0041240583354022085,importances,1,Feature Importance - Random Forest
Total Teachers 2021-2022,Feature Importance,Random Forest,0.003967457323836714,importances,1,Feature Importance - Random Forest
Per Capita Income,Feature Importance,Random Forest,0.003576563399533158,importances,1,Feature Importance - Random Forest
Median Household Income,Feature Importance,Random Forest,0.0026642675339354823,importances,0,Feature Importance - Random Forest
Average Annual Pay,Feature Importance,Random Forest,0.0031084365919927665,importances,0,Feature Importance - Random Forest
