feature,method,model,score,score_type,selected,Method
Average Score Reading All Grade 5 2018-2019,Feature Importance,Random Forest,0.0026139014115203058,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 6 2018-2019,Feature Importance,Random Forest,0.0025804960274553924,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 7 2018-2019,Feature Importance,Random Forest,0.0027169902879290875,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 8 2018-2019,Feature Importance,Random Forest,0.002413095660019056,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 3 2020-2021,Feature Importance,Random Forest,0.0034393814053445067,importances,1,Feature Importance - Random Forest
Average Score Reading All Grade 4 2020-2021,Feature Importance,Random Forest,0.0027355654761869325,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 5 2020-2021,Feature Importance,Random Forest,0.00198998765403992,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 6 2020-2021,Feature Importance,Random Forest,0.0023066316229088057,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 7 2020-2021,Feature Importance,Random Forest,0.002011778224294375,importances,0,Feature Importance - Random Forest
Average Score Reading All Grade 8 2020-2021,Feature Importance,Random Forest,0.002689024449376272,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 3 2018-2019,Feature Importance,Random Forest,0.001954955404630694,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 4 2018-2019,Feature Importance,Random Forest,0.004079929467145516,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 5 2018-2019,Feature Importance,Random Forest,0.004042947946257727,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 6 2018-2019,Feature Importance,Random Forest,0.0028321866794654925,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 7 2018-2019,Feature Importance,Random Forest,0.0019449901052173819,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 8 2018-2019,Feature Importance,Random Forest,0.0026510648325276235,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 3 2020-2021,Feature Importance,Random Forest,0.003732071397437578,importances,1,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 4 2020-2021,Feature Importance,Random Forest,0.0023763744683021836,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 5 2020-2021,Feature Importance,Random Forest,0.002383000019335146,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 6 2020-2021,Feature Importance,Random Forest,0.0019565489702905573,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 7 2020-2021,Feature Importance,Random Forest,0.002769601730702069,importances,0,Feature Importance - Random Forest
Average Score Reading Free Lunch Grade 8 2020-2021,Feature Importance,Random Forest,0.0020604571876082765,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 3 2018-2019,Feature Importance,Random Forest,0.0018001451188312811,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 4 2018-2019,Feature Importance,Random Forest,0.003316353174508893,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 5 2018-2019,Feature Importance,Random Forest,0.0015899269283912718,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 6 2018-2019,Feature Importance,Random Forest,0.00252274497697898,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 7 2018-2019,Feature Importance,Random Forest,0.002159253602151818,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 8 2018-2019,Feature Importance,Random Forest,0.002958670772974124,importances,1,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 3 2020-2021,Feature Importance,Random Forest,0.0014985759230350126,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 4 2020-2021,Feature Importance,Random Forest,0.001674837953261487,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 5 2020-2021,Feature Importance,Random Forest,0.0015741296821268052,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 6 2020-2021,Feature Importance,Random Forest,0.0014603948062614672,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 7 2020-2021,Feature Importance,Random Forest,0.0020387571557825782,importances,0,Feature Importance - Random Forest
Average Score Reading Hispanic Grade 8 2020-2021,Feature Importance,Random Forest,0.0028014993332108017,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 3 2018-2019,Feature Importance,Random Forest,0.002900016437804626,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 4 2018-2019,Feature Importance,Random Forest,0.0025365915106161457,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 5 2018-2019,Feature Importance,Random Forest,0.006230378875763664,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 6 2018-2019,Feature Importance,Random Forest,0.003729558357281934,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 7 2018-2019,Feature Importance,Random Forest,0.0028807169310605648,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 8 2018-2019,Feature Importance,Random Forest,0.0031399719685525616,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 3 2020-2021,Feature Importance,Random Forest,0.003169999042817801,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 4 2020-2021,Feature Importance,Random Forest,0.003010192162169808,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 5 2020-2021,Feature Importance,Random Forest,0.003431251050371777,importances,1,Feature Importance - Random Forest
Average Score Reading Poverty Grade 6 2020-2021,Feature Importance,Random Forest,0.001680645899593521,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 7 2020-2021,Feature Importance,Random Forest,0.0021282528363700407,importances,0,Feature Importance - Random Forest
Average Score Reading Poverty Grade 8 2020-2021,Feature Importance,Random Forest,0.002490302465375647,importances,0,Feature Importance - Random Forest
Average Score Reading T1 Grade 3 2018-2019,Feature Importance,Random Forest,0.0017746489593897668,importances,0,Feature Importance - Random Forest
Average Score Reading T1 Grade 4 2018-2019,Feature Importance,Random Forest,0.003232104111146572,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 5 2018-2019,Feature Importance,Random Forest,0.00338747888866971,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 6 2018-2019,Feature Importance,Random Forest,0.002235259879563708,importances,0,Feature Importance - Random Forest
Average Score Reading T1 Grade 3 2020-2021,Feature Importance,Random Forest,0.006008718392688982,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 4 2020-2021,Feature Importance,Random Forest,0.004780868365019269,importances,1,Feature Importance - Random Forest
Average Score Reading T1 Grade 5 2020-2021,Feature Importance,Random Forest,0.0026428823280927076,importances,0,Feature Importance - Random Forest
Average Score Reading T1 Grade 6 2020-2021,Feature Importance,Random Forest,0.0016483747766252196,importances,0,Feature Importance - Random Forest
Median Age 10,Feature Importance,Random Forest,0.0019404742558095346,importances,0,Feature Importance - Random Forest
Median Age Male 10,Feature Importance,Random Forest,0.0028756667097207356,importances,0,Feature Importance - Random Forest
Median Age Female 10,Feature Importance,Random Forest,0.002373787608147433,importances,0,Feature Importance - Random Forest
# of Households 10,Feature Importance,Random Forest,0.0027348180671004398,importances,0,Feature Importance - Random Forest
Avg Household Size 10,Feature Importance,Random Forest,0.0025198583147308167,importances,0,Feature Importance - Random Forest
# of Families 10,Feature Importance,Random Forest,0.005027027943001665,importances,1,Feature Importance - Random Forest
Avg Family Size 10,Feature Importance,Random Forest,0.004414744784261506,importances,1,Feature Importance - Random Forest
# of Housing Units 10,Feature Importance,Random Forest,0.004536936306782391,importances,1,Feature Importance - Random Forest
County Population,Feature Importance,Random Forest,0.002538884141281816,importances,0,Feature Importance - Random Forest
% County Infected 09/28/20,Feature Importance,Random Forest,0.0019278640504217387,importances,0,Feature Importance - Random Forest
% County Deaths 09/28/20,Feature Importance,Random Forest,0.001102933171130831,importances,0,Feature Importance - Random Forest
% County Infected 10/30/20,Feature Importance,Random Forest,0.0025751954377454243,importances,0,Feature Importance - Random Forest
% County Deaths 10/30/20,Feature Importance,Random Forest,0.0017242443874730467,importances,0,Feature Importance - Random Forest
% County Infected 01/29/21,Feature Importance,Random Forest,0.002416530993466273,importances,0,Feature Importance - Random Forest
% County Deaths 01/29/21,Feature Importance,Random Forest,0.003937961220099571,importances,1,Feature Importance - Random Forest
% County Infected 07/28/2021,Feature Importance,Random Forest,0.0029192964157563144,importances,1,Feature Importance - Random Forest
% County Deaths 07/28/2021,Feature Importance,Random Forest,0.0026234066508716973,importances,0,Feature Importance - Random Forest
% County Infected 01/29/2022,Feature Importance,Random Forest,0.0019403203158878716,importances,0,Feature Importance - Random Forest
% County Deaths 01/29/2022,Feature Importance,Random Forest,0.002684929141747079,importances,0,Feature Importance - Random Forest
% County Infected 07/29/2022,Feature Importance,Random Forest,0.002203760142882259,importances,0,Feature Importance - Random Forest
% County Deaths 07/29/2022,Feature Importance,Random Forest,0.0026750429162905455,importances,0,Feature Importance - Random Forest
% County Infected 10/30/2022,Feature Importance,Random Forest,0.002186577561912295,importances,0,Feature Importance - Random Forest
% County Deaths 10/30/2022,Feature Importance,Random Forest,0.0030225211503034487,importances,1,Feature Importance - Random Forest
% On Campus 09/28/20,Feature Importance,Random Forest,0.01783911657254594,importances,1,Feature Importance - Random Forest
% On Campus 10/30/20,Feature Importance,Random Forest,0.0161377952297737,importances,1,Feature Importance - Random Forest
% On Campus 01/29/21,Feature Importance,Random Forest,0.013299310547232594,importances,1,Feature Importance - Random Forest
% White Pop 10,Feature Importance,Random Forest,0.0013713612251338534,importances,0,Feature Importance - Random Forest
% Black Pop 10,Feature Importance,Random Forest,0.0018224984997958107,importances,0,Feature Importance - Random Forest
% Asian Pop 10,Feature Importance,Random Forest,0.0022815595315114935,importances,0,Feature Importance - Random Forest
% Hispanic Pop 10,Feature Importance,Random Forest,0.005811007517891324,importances,1,Feature Importance - Random Forest
% Male Pop 10,Feature Importance,Random Forest,0.0013006388726227735,importances,0,Feature Importance - Random Forest
% Female Pop 10,Feature Importance,Random Forest,0.0020793147448637944,importances,0,Feature Importance - Random Forest
% Age 0-4 Pop 10,Feature Importance,Random Forest,0.0015185242506944498,importances,0,Feature Importance - Random Forest
% Age 5-9 Pop 10,Feature Importance,Random Forest,0.0017136119241126747,importances,0,Feature Importance - Random Forest
% Age 10-14 Pop 10,Feature Importance,Random Forest,0.002826091641690876,importances,0,Feature Importance - Random Forest
% Age 15-19 Pop 10,Feature Importance,Random Forest,0.002243439357374877,importances,0,Feature Importance - Random Forest
% Age 20-24 Pop 10,Feature Importance,Random Forest,0.0027618240797254306,importances,0,Feature Importance - Random Forest
% Age 25-34 Pop 10,Feature Importance,Random Forest,0.0019334571748567118,importances,0,Feature Importance - Random Forest
% Age 35-44 Pop 10,Feature Importance,Random Forest,0.003879650136958142,importances,1,Feature Importance - Random Forest
% Age 45-54 Pop 10,Feature Importance,Random Forest,0.0023337389023304973,importances,0,Feature Importance - Random Forest
% Age 55-64 Pop 10,Feature Importance,Random Forest,0.004124139818573144,importances,1,Feature Importance - Random Forest
% Age 65-74 Pop 10,Feature Importance,Random Forest,0.003857761148504714,importances,1,Feature Importance - Random Forest
% Age 75-84 Pop 10,Feature Importance,Random Forest,0.0035334352948031035,importances,1,Feature Importance - Random Forest
% Age 85-Up Pop 10,Feature Importance,Random Forest,0.003955275752203966,importances,1,Feature Importance - Random Forest
% HH 1 Male 10,Feature Importance,Random Forest,0.0018635086079024715,importances,0,Feature Importance - Random Forest
% HH 1 Female 10,Feature Importance,Random Forest,0.0017118452643765263,importances,0,Feature Importance - Random Forest
% HH Married-Child 10,Feature Importance,Random Forest,0.0026340055129855967,importances,0,Feature Importance - Random Forest
% HH Married-noChild 10,Feature Importance,Random Forest,0.004061547156174398,importances,1,Feature Importance - Random Forest
% HH Male-Child 10,Feature Importance,Random Forest,0.0011274786645122103,importances,0,Feature Importance - Random Forest
% HH Female-Child 10,Feature Importance,Random Forest,0.005185904178390554,importances,1,Feature Importance - Random Forest
% Housing Vacant 10,Feature Importance,Random Forest,0.001963487092335256,importances,0,Feature Importance - Random Forest
% Housing Owner Occup 10,Feature Importance,Random Forest,0.0022883123830292327,importances,0,Feature Importance - Random Forest
% Housing Renter Occup 10,Feature Importance,Random Forest,0.0016356477502616643,importances,0,Feature Importance - Random Forest
11-City: Large,Feature Importance,Random Forest,3.63457644917665e-05,importances,0,Feature Importance - Random Forest
12-City: Mid-size,Feature Importance,Random Forest,7.533529370979341e-05,importances,0,Feature Importance - Random Forest
13-City: Small,Feature Importance,Random Forest,0.00010909389332236243,importances,0,Feature Importance - Random Forest
21-Suburb: Large,Feature Importance,Random Forest,4.363029876435363e-05,importances,0,Feature Importance - Random Forest
22-Suburb: Mid-size,Feature Importance,Random Forest,0.0,importances,0,Feature Importance - Random Forest
23-Suburb: Small,Feature Importance,Random Forest,3.0534521292988406e-05,importances,0,Feature Importance - Random Forest
31-Town: Fringe,Feature Importance,Random Forest,0.0005287683518566365,importances,0,Feature Importance - Random Forest
32-Town: Distant,Feature Importance,Random Forest,0.00032948164925314177,importances,0,Feature Importance - Random Forest
33-Town: Remote,Feature Importance,Random Forest,0.0,importances,0,Feature Importance - Random Forest
41-Rural: Fringe,Feature Importance,Random Forest,0.0003267086616095994,importances,0,Feature Importance - Random Forest
42-Rural: Distant,Feature Importance,Random Forest,6.781783882064848e-05,importances,0,Feature Importance - Random Forest
43-Rural: Remote,Feature Importance,Random Forest,0.0001480982689842012,importances,0,Feature Importance - Random Forest
% ADA 2018-2019,Feature Importance,Random Forest,0.003202149883506697,importances,1,Feature Importance - Random Forest
% ADA 2020-2021,Feature Importance,Random Forest,0.002720392939327911,importances,0,Feature Importance - Random Forest
% ADA 2021-2022,Feature Importance,Random Forest,0.0032062712504917655,importances,1,Feature Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2018-2019,Feature Importance,Random Forest,0.00234753463120372,importances,0,Feature Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2020-2021,Feature Importance,Random Forest,0.003072532582795261,importances,1,Feature Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2021-2022,Feature Importance,Random Forest,0.0017192826580048404,importances,0,Feature Importance - Random Forest
% Black or African American Students 2018-2019,Feature Importance,Random Forest,0.004250230737656627,importances,1,Feature Importance - Random Forest
% Black or African American Students 2020-2021,Feature Importance,Random Forest,0.0030214101441634676,importances,1,Feature Importance - Random Forest
% Black or African American Students 2021-2022,Feature Importance,Random Forest,0.0033957744499060567,importances,1,Feature Importance - Random Forest
% Free or Reduced Lunch 2018-2019,Feature Importance,Random Forest,0.00374478734582711,importances,1,Feature Importance - Random Forest
% Free or Reduced Lunch 2020-2021,Feature Importance,Random Forest,0.005540007411273307,importances,1,Feature Importance - Random Forest
% Free or Reduced Lunch 2021-2022,Feature Importance,Random Forest,0.0036780828218678672,importances,1,Feature Importance - Random Forest
% Grades 1-8 2018-2019,Feature Importance,Random Forest,0.003979345836273172,importances,1,Feature Importance - Random Forest
% Grades 1-8 2020-2021,Feature Importance,Random Forest,0.003197077431703584,importances,1,Feature Importance - Random Forest
% Grades 1-8 2021-2022,Feature Importance,Random Forest,0.003204048527887439,importances,1,Feature Importance - Random Forest
% Grades 9-12 2018-2019,Feature Importance,Random Forest,0.002950191169791291,importances,1,Feature Importance - Random Forest
% Grades 9-12 2020-2021,Feature Importance,Random Forest,0.0026131912124590664,importances,0,Feature Importance - Random Forest
% Grades 9-12 2021-2022,Feature Importance,Random Forest,0.0030118008416653162,importances,1,Feature Importance - Random Forest
% Hispanic Students 2018-2019,Feature Importance,Random Forest,0.009681746452150619,importances,1,Feature Importance - Random Forest
% Hispanic Students 2020-2021,Feature Importance,Random Forest,0.009855888979771103,importances,1,Feature Importance - Random Forest
% Hispanic Students 2021-2022,Feature Importance,Random Forest,0.003991779289904335,importances,1,Feature Importance - Random Forest
% K 2018-2019,Feature Importance,Random Forest,0.0021975712339816125,importances,0,Feature Importance - Random Forest
% K 2020-2021,Feature Importance,Random Forest,0.0021951814525396447,importances,0,Feature Importance - Random Forest
% K 2021-2022,Feature Importance,Random Forest,0.003296660852045477,importances,1,Feature Importance - Random Forest
% Prek 2018-2019,Feature Importance,Random Forest,0.0027289725435912203,importances,0,Feature Importance - Random Forest
% Prek 2020-2021,Feature Importance,Random Forest,0.0035527279737066365,importances,1,Feature Importance - Random Forest
% Prek 2021-2022,Feature Importance,Random Forest,0.002977963839225778,importances,1,Feature Importance - Random Forest
% School-wide Title I 2018-2019,Feature Importance,Random Forest,0.00183342690930959,importances,0,Feature Importance - Random Forest
% School-wide Title I 2020-2021,Feature Importance,Random Forest,0.0007322255111905067,importances,0,Feature Importance - Random Forest
% School-wide Title I 2021-2022,Feature Importance,Random Forest,0.0010983866416285233,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 3 2018-2019,Feature Importance,Random Forest,0.0027674825779801333,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 3 2020-2021,Feature Importance,Random Forest,0.008836856769203226,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 3 2021-2022,Feature Importance,Random Forest,0.003640766122268377,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 4 2018-2019,Feature Importance,Random Forest,0.0030746815343977558,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 4 2020-2021,Feature Importance,Random Forest,0.010071461898776213,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 4 2021-2022,Feature Importance,Random Forest,0.002676173246546385,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 5 2018-2019,Feature Importance,Random Forest,0.002808192827750423,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 5 2020-2021,Feature Importance,Random Forest,0.005667148310702169,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 5 2021-2022,Feature Importance,Random Forest,0.002902857986017439,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 6 2018-2019,Feature Importance,Random Forest,0.002579182593378246,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 6 2020-2021,Feature Importance,Random Forest,0.00555712624609884,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 6 2021-2022,Feature Importance,Random Forest,0.004273993180528834,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 7 2018-2019,Feature Importance,Random Forest,0.0022427517438036258,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 7 2020-2021,Feature Importance,Random Forest,0.005875593109117141,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 7 2021-2022,Feature Importance,Random Forest,0.0023100164234532185,importances,0,Feature Importance - Random Forest
% Students Tested Math - Grade 8 2018-2019,Feature Importance,Random Forest,0.0030795943939279265,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 8 2020-2021,Feature Importance,Random Forest,0.004204750340938731,importances,1,Feature Importance - Random Forest
% Students Tested Math - Grade 8 2021-2022,Feature Importance,Random Forest,0.002617578580660562,importances,0,Feature Importance - Random Forest
% Title I Eligible School 2018-2019,Feature Importance,Random Forest,0.0011738962291184055,importances,0,Feature Importance - Random Forest
% Title I Eligible School 2020-2021,Feature Importance,Random Forest,0.0012644551991349104,importances,0,Feature Importance - Random Forest
% Title I Eligible School 2021-2022,Feature Importance,Random Forest,0.0011871285255953582,importances,0,Feature Importance - Random Forest
% White Students 2018-2019,Feature Importance,Random Forest,0.015103067729542525,importances,1,Feature Importance - Random Forest
% White Students 2020-2021,Feature Importance,Random Forest,0.011690178250532354,importances,1,Feature Importance - Random Forest
% White Students 2021-2022,Feature Importance,Random Forest,0.015211378816226157,importances,1,Feature Importance - Random Forest
Total Staff 2018-2019,Feature Importance,Random Forest,0.0040958092043875795,importances,1,Feature Importance - Random Forest
Total Staff 2020-2021,Feature Importance,Random Forest,0.006011979104993768,importances,1,Feature Importance - Random Forest
Total Staff 2021-2022,Feature Importance,Random Forest,0.0032563222795714995,importances,1,Feature Importance - Random Forest
Total Students 2018-2019,Feature Importance,Random Forest,0.005817374152853447,importances,1,Feature Importance - Random Forest
Total Students 2020-2021,Feature Importance,Random Forest,0.007944196627506964,importances,1,Feature Importance - Random Forest
Total Students 2021-2022,Feature Importance,Random Forest,0.0063054875553551085,importances,1,Feature Importance - Random Forest
Total Teachers 2018-2019,Feature Importance,Random Forest,0.00415605675467612,importances,1,Feature Importance - Random Forest
Total Teachers 2020-2021,Feature Importance,Random Forest,0.005088053474716439,importances,1,Feature Importance - Random Forest
Total Teachers 2021-2022,Feature Importance,Random Forest,0.004335492099900721,importances,1,Feature Importance - Random Forest
Per Capita Income,Feature Importance,Random Forest,0.002422241994501399,importances,0,Feature Importance - Random Forest
Median Household Income,Feature Importance,Random Forest,0.0028249310237984204,importances,0,Feature Importance - Random Forest
Average Annual Pay,Feature Importance,Random Forest,0.0024622258003031434,importances,0,Feature Importance - Random Forest
% of Population in Poverty,Feature Importance,Random Forest,0.002101361032749757,importances,0,Feature Importance - Random Forest
% of Population Under 18 in Poverty,Feature Importance,Random Forest,0.002908209805485012,importances,1,Feature Importance - Random Forest
CARES ESSER I 20 NORM,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
CRRSA ESSER II 21 NORM,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
ARP ESSER III 21 NORM,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 3 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Math White Grade 4 2018-2019,Permutation Importance,Random Forest,0.0019704433497536923,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 5 2018-2019,Permutation Importance,Random Forest,0.012807881773399,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 6 2018-2019,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
Average Score Math White Grade 7 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Math White Grade 8 2018-2019,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 3 2020-2021,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 4 2020-2021,Permutation Importance,Random Forest,0.005911330049261076,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 5 2020-2021,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 6 2020-2021,Permutation Importance,Random Forest,0.002955665024630538,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 7 2020-2021,Permutation Importance,Random Forest,0.005911330049261076,importances_mean,1,Permutation Importance - Random Forest
Average Score Math White Grade 8 2020-2021,Permutation Importance,Random Forest,0.0019704433497536923,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 3 2018-2019,Permutation Importance,Random Forest,0.0039408866995073845,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 4 2018-2019,Permutation Importance,Random Forest,0.005911330049261076,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 5 2018-2019,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 6 2018-2019,Permutation Importance,Random Forest,0.005911330049261076,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 7 2018-2019,Permutation Importance,Random Forest,0.002955665024630538,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 8 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
Average Score Math All Grade 3 2020-2021,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
Average Score Math All Grade 4 2020-2021,Permutation Importance,Random Forest,0.007881773399014769,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 5 2020-2021,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 6 2020-2021,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math All Grade 7 2020-2021,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
Average Score Math All Grade 8 2020-2021,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 3 2018-2019,Permutation Importance,Random Forest,0.006896551724137922,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 4 2018-2019,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 5 2018-2019,Permutation Importance,Random Forest,-0.005911330049261076,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 6 2018-2019,Permutation Importance,Random Forest,0.0039408866995073845,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 7 2018-2019,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 8 2018-2019,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 3 2020-2021,Permutation Importance,Random Forest,0.0019704433497536923,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 4 2020-2021,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 5 2020-2021,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 6 2020-2021,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 7 2020-2021,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Free Lunch Grade 8 2020-2021,Permutation Importance,Random Forest,0.007881773399014769,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 3 2018-2019,Permutation Importance,Random Forest,0.0019704433497536923,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 4 2018-2019,Permutation Importance,Random Forest,0.006896551724137922,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 5 2018-2019,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 6 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 7 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 8 2018-2019,Permutation Importance,Random Forest,-0.005911330049261076,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 3 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 4 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 5 2020-2021,Permutation Importance,Random Forest,0.011822660098522153,importances_mean,1,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 6 2020-2021,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
Average Score Math Hispanic Grade 7 2020-2021,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
